OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GRSM_NURE_0228,NCSW519R,Spring,"This station is located on the NOLAND CREEK, NC 1:24000 scale series topographic quadrangle. This site, described as a spring, was retrieved from the online USGS Open-File Report 97-492, 'National Geochemical Database, Reformatted Data from the National Uranium Resource Evaluation (NURE) Hydrogeochemical and Stream Sediment Reconnaissance (HSSR) Program' Version 1.4 (2006). The 'SRLID' (Savannah River Laboratory Site Identification Number) field entry was used to create the Station Name. From the source: REDIGITIZED SAMPLE LOCATION. CHANGED LAT & LONG VALUES TO NEW COORDINATES. ORIGINAL VALUES - XG0569.14 LAT(35.4646);LONG(-83.5636) & XG0224.24 LAT(35.4654);LONG(-83.5616).",6010203,,,,,35.4641,-83.5631,0,,,Unknown,NAD27,,,,,,,US,37,173,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GRSM_NURE_0229,NCSW520R,Spring,"This station is located on the NOLAND CREEK, NC 1:24000 scale series topographic quadrangle. This site, described as a spring, was retrieved from the online USGS Open-File Report 97-492, 'National Geochemical Database, Reformatted Data from the National Uranium Resource Evaluation (NURE) Hydrogeochemical and Stream Sediment Reconnaissance (HSSR) Program' Version 1.4 (2006). The 'SRLID' (Savannah River Laboratory Site Identification Number) field entry was used to create the Station Name. From the source: REDIGITIZED SAMPLE LOCATION. CHANGED LAT & LONG VALUES TO NEW COORDINATES. ORIGINAL VALUES - XG0569.14 LAT(35.447);LONG(-83.6196) & XG0224.24 LAT(35.4492);LONG(-83.6198).",6010202,,,,,35.4471,-83.6189,0,,,Unknown,NAD27,,,,,,,US,37,173,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GRSM_NURE_0230,NCSW521R,Spring,"This station is located on the TUSKEEGEE, NC 1:24000 scale series topographic quadrangle. This site, described as a spring, was retrieved from the online USGS Open-File Report 97-492, 'National Geochemical Database, Reformatted Data from the National Uranium Resource Evaluation (NURE) Hydrogeochemical and Stream Sediment Reconnaissance (HSSR) Program' Version 1.4 (2006). The 'SRLID' (Savannah River Laboratory Site Identification Number) field entry was used to create the Station Name. From the source: REDIGITIZED SAMPLE LOCATION. CHANGED LAT & LONG VALUES TO NEW COORDINATES. ORIGINAL VALUES - XG0569.14 LAT(35.4792);LONG(-83.7319) & XG0224.24 LAT(35.4821);LONG(-83.7295).",6010202,,,,,35.4798,-83.7321,0,,,Unknown,NAD27,,,,,,,US,37,173,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GRSM_NURE_0231,NCSW522R,Spring,"This station is located on the FONTANA DAM, NC 1:24000 scale series topographic quadrangle. This site, described as a spring, was retrieved from the online USGS Open-File Report 97-492, 'National Geochemical Database, Reformatted Data from the National Uranium Resource Evaluation (NURE) Hydrogeochemical and Stream Sediment Reconnaissance (HSSR) Program' Version 1.4 (2006). The 'SRLID' (Savannah River Laboratory Site Identification Number) field entry was used to create the Station Name. From the source: REDIGITIZED SAMPLE LOCATION. CHANGED LAT & LONG VALUES TO NEW COORDINATES. ORIGINAL VALUES - XG0569.14 LAT(35.4739);LONG(-83.8731) & XG0224.24 LAT(35.4823);LONG(-83.8681).",6010204,,,,,35.475,-83.8739,0,,,Unknown,NAD27,,,,,,,US,37,173,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GRSM_NURE_0232,NCSW525R,Spring,"This station is located on the CLINGMANS DOME, NC 1:24000 scale series topographic quadrangle. This site, described as a spring, was retrieved from the online USGS Open-File Report 97-492, 'National Geochemical Database, Reformatted Data from the National Uranium Resource Evaluation (NURE) Hydrogeochemical and Stream Sediment Reconnaissance (HSSR) Program' Version 1.4 (2006). The 'SRLID' (Savannah River Laboratory Site Identification Number) field entry was used to create the Station Name. From the source: REDIGITIZED SAMPLE LOCATION. CHANGED LAT & LONG VALUES TO NEW COORDINATES. ORIGINAL VALUES - XG0569.14 LAT(35.6102);LONG(-83.4369) & XG0224.24 LAT(35.6127);LONG(-83.434).",6010203,,,,,35.6095,-83.4355,0,,,Unknown,NAD27,,,,,,,US,37,173,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GRSM_NURE_0233,NCSW526R,Spring,"This station is located on the SILERS BALD, NC 1:24000 scale series topographic quadrangle. This site, described as a spring, was retrieved from the online USGS Open-File Report 97-492, 'National Geochemical Database, Reformatted Data from the National Uranium Resource Evaluation (NURE) Hydrogeochemical and Stream Sediment Reconnaissance (HSSR) Program' Version 1.4 (2006). The 'SRLID' (Savannah River Laboratory Site Identification Number) field entry was used to create the Station Name. From the source: REDIGITIZED SAMPLE LOCATION. CHANGED LAT & LONG VALUES TO NEW COORDINATES. ORIGINAL VALUES - XG0569.14 LAT(35.5496);LONG(-83.5014) & XG0224.24 LAT(35.5495);LONG(-83.4923).",6010203,,,,,35.549,-83.5004,0,,,Unknown,NAD27,,,,,,,US,37,173,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GRSM_NURE_0234,NCSW527R,Spring,"This station is located on the CLINGMANS DOME, NC 1:24000 scale series topographic quadrangle. This site, described as a spring, was retrieved from the online USGS Open-File Report 97-492, 'National Geochemical Database, Reformatted Data from the National Uranium Resource Evaluation (NURE) Hydrogeochemical and Stream Sediment Reconnaissance (HSSR) Program' Version 1.4 (2006). The 'SRLID' (Savannah River Laboratory Site Identification Number) field entry was used to create the Station Name. From the source: REDIGITIZED SAMPLE LOCATION. CHANGED LAT & LONG VALUES TO NEW COORDINATES. ORIGINAL VALUES - XG0569.14 LAT(35.5839);LONG(-83.4778) & XG0224.24 LAT(35.5887);LONG(-83.4738).",6010203,,,,,35.5833,-83.4768,0,,,Unknown,NAD27,,,,,,,US,37,173,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GRSM_NURE_0495,TNSV505R,Spring,"This station is located on the WEAR COVE, TN 1:24000 scale series topographic quadrangle. This site, described as a spring, was retrieved from the online USGS Open-File Report 97-492, 'National Geochemical Database, Reformatted Data from the National Uranium Resource Evaluation (NURE) Hydrogeochemical and Stream Sediment Reconnaissance (HSSR) Program' Version 1.4 (2006). The 'SRLID' (Savannah River Laboratory Site Identification Number) field entry was used to create the Station Name.",6010107,,,,,35.7184,-83.6764,0,,,Unknown,NAD27,,,,,,,US,47,155,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GRSM_NURE_0496,TNSV506R,Spring,"This station is located on the WEAR COVE, TN 1:24000 scale series topographic quadrangle. This site, described as a spring, was retrieved from the online USGS Open-File Report 97-492, 'National Geochemical Database, Reformatted Data from the National Uranium Resource Evaluation (NURE) Hydrogeochemical and Stream Sediment Reconnaissance (HSSR) Program' Version 1.4 (2006). The 'SRLID' (Savannah River Laboratory Site Identification Number) field entry was used to create the Station Name.",6010107,,,,,35.724,-83.6371,0,,,Unknown,NAD27,,,,,,,US,47,155,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GRSM_NURE_0497,TNSV511R,Spring,"This station is located on the GATLINBURG, TN 1:24000 scale series topographic quadrangle. This site, described as a spring, was retrieved from the online USGS Open-File Report 97-492, 'National Geochemical Database, Reformatted Data from the National Uranium Resource Evaluation (NURE) Hydrogeochemical and Stream Sediment Reconnaissance (HSSR) Program' Version 1.4 (2006). The 'SRLID' (Savannah River Laboratory Site Identification Number) field entry was used to create the Station Name.",6010107,,,,,35.7325,-83.5715,0,,,Unknown,NAD27,,,,,,,US,47,155,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GRSM_NURE_0498,TNSV525R,Spring,"This station is located on the JONES COVE, TN 1:24000 scale series topographic quadrangle. This site, described as a spring, was retrieved from the online USGS Open-File Report 97-492, 'National Geochemical Database, Reformatted Data from the National Uranium Resource Evaluation (NURE) Hydrogeochemical and Stream Sediment Reconnaissance (HSSR) Program' Version 1.4 (2006). The 'SRLID' (Savannah River Laboratory Site Identification Number) field entry was used to create the Station Name.",6010107,,,,,35.7746,-83.2905,0,,,Unknown,NAD27,,,,,,,US,47,155,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GRSM_NURE_0499,TNSV529R,Spring,"This station is located on the MT LE CONTE, TN 1:24000 scale series topographic quadrangle. This site, described as a spring, was retrieved from the online USGS Open-File Report 97-492, 'National Geochemical Database, Reformatted Data from the National Uranium Resource Evaluation (NURE) Hydrogeochemical and Stream Sediment Reconnaissance (HSSR) Program' Version 1.4 (2006). The 'SRLID' (Savannah River Laboratory Site Identification Number) field entry was used to create the Station Name.",6010107,,,,,35.6335,-83.3891,0,,,Unknown,NAD27,,,,,,,US,47,155,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GRSM_NURE_0500,TNSV541R,Spring,"This station is located on the PIGEON FORGE, TN 1:24000 scale series topographic quadrangle. This site, described as a spring, was retrieved from the online USGS Open-File Report 97-492, 'National Geochemical Database, Reformatted Data from the National Uranium Resource Evaluation (NURE) Hydrogeochemical and Stream Sediment Reconnaissance (HSSR) Program' Version 1.4 (2006). The 'SRLID' (Savannah River Laboratory Site Identification Number) field entry was used to create the Station Name.",6010107,,,,,35.8602,-83.6198,0,,,Unknown,NAD27,,,,,,,US,47,155,,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-G3200000,LITTLE TENNESSEE RIV AT US 19 AT LAUADA INACT 770518,River/Stream,LITTLE TENNESSEE RIV AT US 19 AT LAUADA INACT 770518,6010202,,,,,35.375,-83.521,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,173,,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-G3800000,NANTAHALA RIV AT NANTAHALA INACT 841015,River/Stream,NANTAHALA RIV AT NANTAHALA INACT 841015,6010202,,,,,35.299,-83.656,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,173,,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-G3820000,NANTAHALA RIV AT HWY 28 AT ALMONDS INACT 750731,River/Stream,NANTAHALA RIV AT HWY 28 AT ALMONDS INACT 750731,6010202,,,,,35.371,-83.565,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,173,,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-G3840000,FONTANA LAKE NR ALMONDS INACT 790713,Reservoir,FONTANA LAKE NR ALMONDS INACT 790713,6010202,,,,,35.421,-83.572,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,173,,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-G4100000,NANTAHALA RIV AT NANTAHATA INACT 741118,River/Stream,NANTAHALA RIV AT NANTAHATA INACT 741118,6010202,,,,,35.308,-83.643,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,173,,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-G7900000,TUCKASEGEE RIV AT WHITTIER INACT 741010,River/Stream,TUCKASEGEE RIV AT WHITTIER INACT 741010,6010203,,,,,35.433,-83.363,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,173,,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-G8200000,OCONALUFTEE RIV AT CHEROKEE INACT 750129,River/Stream,OCONALUFTEE RIV AT CHEROKEE INACT 750129,6010203,,,,,35.478,-83.318,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,173,,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-G8500000,OCONALUFTEE RIV NR CHEROKEE INACT 750129,River/Stream,OCONALUFTEE RIV NR CHEROKEE INACT 750129,6010203,,,,,35.471,-83.318,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,173,,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-G8550000,OCONALUFTEE RIV AT SR 1359 ATBIRDTOWN,River/Stream,OCONALUFTEE RIV AT SR 1359 ATBIRDTOWN,6010203,,,,,35.461,-83.354,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,173,,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-G8600000,TUCKASEGEE RIV AT SR 1364 AT BRYSON CITY,River/Stream,TUCKASEGEE RIV AT SR 1364 AT BRYSON CITY,6010203,,,,,35.4283,-83.446,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,173,,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-G8800000,TUCKASEGEE RIV AT US 19 NR BRYSON CITY INACT 741210,River/Stream,TUCKASEGEE RIV AT US 19 NR BRYSON CITY INACT 741210,6010203,,,,,35.433,-83.415,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,173,,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-G9200000,TUCKASEGEE RIV NR BRYSON CITY INACT 770713,River/Stream,TUCKASEGEE RIV NR BRYSON CITY INACT 770713,6010203,,,,,35.429,-83.475,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,173,,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-G9210000,FONTANA LAKE AT TUCKASEGEE RIV AT BRYSON CITY,Reservoir,FONTANA LAKE AT TUCKASEGEE RIV AT BRYSON CITY,6010203,,,,,35.443,-83.567,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,173,,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-G9210010,FONTANA LK AT TUCKASEGEE R AT BRYSON CITY,Reservoir,FONTANA LK AT TUCKASEGEE R AT BRYSON CITY,6010203,,,,,35.4430556,-83.5666667,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,173,,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-G9220000,FONTANA LAKE BELOW TUCKASEGEE R,Reservoir,FONTANA LAKE BELOW TUCKASEGEE R,6010202,,,,,35.435,-83.592,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,173,,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-G9220010,FONTANA LAKE BELOW TUCKASEGEE R,Reservoir,FONTANA LAKE BELOW TUCKASEGEE R,6010202,,,,,35.4347222,-83.5916667,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,173,,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-G9240000,FONTANA LAKE ABOVE STECOAH CRK,Reservoir,FONTANA LAKE ABOVE STECOAH CRK,6010202,,,,,35.435,-83.647,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,173,,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-G9240010,FONTANA LAKE ABOVE STECOAH CRK,Reservoir,FONTANA LAKE ABOVE STECOAH CRK,6010202,,,,,35.4347222,-83.6472222,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,173,,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-G9291000,FONTANA LAKE AT FONTANA DAM INACT 790716,Reservoir,FONTANA LAKE AT FONTANA DAM INACT 790716,6010202,,,,,35.458,-83.81,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,173,,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-G9291010,FONTANA LAKE AT FONTANA DAM,Reservoir,FONTANA LAKE AT FONTANA DAM,6010202,,,,,35.4583333,-83.8097222,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,173,,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-G9900000,LITTLE TENNESSEE RIV AT TAPOCO,River/Stream,LITTLE TENNESSEE RIV AT TAPOCO,6010204,,,,,35.45,-83.942,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,173,,,,,,,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-G8550000,OCONALUFTEE RIV AT SR 1359 AT BIRDTOWN,River/Stream,,6010203,,,,,35.461,-83.354,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,173,,,,,,,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-G8600000,TUCKASEGEE RIV AT SR 1364 AT BRYSON CITY,River/Stream,,6010203,,,,,35.42835,-83.44595,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,173,,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-G3080000,RATTLESNAKE CRK AT BIG DOG RD NR LAUADA,River/Stream,,6010202,,,,,35.30249,-83.5265,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,173,,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-G8020000,BOARD COVE BRANCH AT BUNCHES CRK RD NR CHEROKEE,River/Stream,,6010203,,,,,35.54319,-83.22865,,,,GPS-Unspecified,NAD83,,,,,,,US,37,173,,,,,,,,,,STORET
NARS,EPA National Aquatic Resource Survey Data,NARS-OWW04440-0238,Middle Creek,River/Stream,SITE TYPE is EASTPROB/Strahler Stream Order is 2/Station Weight (km): 681.3491/IBI Score: 56.82/OE Taxa Loss: 0.837,6010107,,,,,35.85,-83.55,,,,Interpolation-Digital Map Source (Tiger),NAD83,0,ft,,,,Unknown,US,47,155,,,,,,,,,,STORET
NARS,EPA National Aquatic Resource Survey Data,NARS-OWW04440-0878,RIGHT PRONG LEDGE CREEK,River/Stream,SITE TYPE is EASTPROB/Strahler Stream Order is 1/Station Weight (km): 1688.1525/IBI Score: 76.615/OE Taxa Loss: 1.026,6010203,,,,,35.61,-83.19,,,,Interpolation-Digital Map Source (Tiger),NAD83,0,ft,,,,Unknown,US,37,173,,,,,,,,,,STORET
NARS_WQX,EPA National Aquatic Resources Survey (NARS),NARS_WQX-FW08NC042,Little Tennessee River,River/Stream,NonUrban,6010202,,,,,35.35125826,-83.50721925,,,,GPS-Unspecified,NAD83,,,,,,,US,37,173,,,,,,,,,,STORET
NARS_WQX,EPA National Aquatic Resources Survey (NARS),NARS_WQX-FW08TN011,French Broad River,River/Stream,NonUrban,6010107,,,,,35.95144947,-83.55065947,,,,GPS-Unspecified,NAD83,,,,,,,US,47,155,,,,,,,,,,STORET
NARS_WQX,EPA National Aquatic Resources Survey (NARS),NARS_WQX-FW08TN019,Unknown,River/Stream,NonUrban,6010107,,,,,35.82909924,-83.48463899,,,,GPS-Unspecified,NAD83,,,,,,,US,47,155,,,,,,,,,,STORET
NARS_WQX,EPA National Aquatic Resources Survey (NARS),NARS_WQX-OWW04440-0238,MIDDLE CREEK,River/Stream,"XLON_DD=""-83.55145"";XLAT_DD=""35.8579"";STRAHLER=""2"";ST_ORDER=""2nd"";FLOWSITE=""WADEABLE"";SITETYPE=""EASTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""East"";INDXVIS_EXTENT=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2004"";INDEXVIS_CHEM=""1"";SAMPBENT=""YES"";INDEX_SAMPTYPE=""REACHWIDE"";INDEXYR_BENT=""2004"";INDEXVIS_BENT=""1"";INDXVIS_BENT=""YES"";INDXVIS_PHAB=""YES"";INDEXYR_PHAB=""2004"";INDEXVIS_PHAB=""1"";EPAREGION=""REGION__4"";WESTEAST=""EAST"";RT_WSA=""S"";WSAREA=""38.49"";ECO3=""67"";ECO3_NM=""RIDGE AND VALLEY"";ECOWSA9=""SAP"";ECOWSA3=""EHIGH"";NAECO3=""8.4.1"";NAECO2=""8.4"";NAECO2_NM=""OZARK, OUACHITA-APPALACHIAN FORESTS"";NAECO1=""8"";ECOREPORT=""OZARK, OUACHITA-APPALACHIAN FORESTS"";HUC2=""06"";HUC4=""0601"";HUC6=""060101"";HUC8_NM=""LOWER FRENCH BROAD"" See WSA publication EPA841-B-06-002 for description of description fields.",6010107,,,,,35.857944,-83.551139,,,,GPS-Unspecified,WGS84,277,m,,,Other,NGVD29,US,47,155,,,,,,,,,,STORET
NARS_WQX,EPA National Aquatic Resources Survey (NARS),NARS_WQX-OWW04440-0878,RIGHT PRONG LEDGE CREEK,River/Stream,"STRAHLER=""1"";ST_ORDER=""0-1st"";FLOWSITE=""WADEABLE"";SITETYPE=""EASTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""East"";INDXVIS_EXTENT=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2004"";INDEXVIS_CHEM=""1"";SAMPBENT=""YES"";INDEX_SAMPTYPE=""REACHWIDE"";INDEXYR_BENT=""2004"";INDEXVIS_BENT=""1"";INDXVIS_BENT=""YES"";INDXVIS_PHAB=""YES"";INDEXYR_PHAB=""2004"";INDEXVIS_PHAB=""1"";EPAREGION=""REGION__4"";WESTEAST=""EAST"";RT_WSA=""R"";WSAREA=""0.98"";ECO3=""66"";ECO3_NM=""BLUE RIDGE"";ECOWSA9=""SAP"";ECOWSA3=""EHIGH"";NAECO3=""8.4.4"";NAECO2=""8.4"";NAECO2_NM=""OZARK, OUACHITA-APPALACHIAN FORESTS"";NAECO1=""8"";ECOREPORT=""OZARK, OUACHITA-APPALACHIAN FORESTS"";HUC2=""06"";HUC4=""0601"";HUC6=""060102"";HUC8_NM=""TUCKASEGEE"" See WSA publication EPA841-B-06-002 for description of description fields.",6010203,,,,,35.615456,-83.192422,,,,GPS-Unspecified,WGS84,1164,m,,,Other,NGVD29,US,37,173,,,,,,,,,,STORET
TDECWPC,Tennessee Department of Environment and Conservation,TDECWPC-ECO66G04,MIDDLE PRONG LITTLE PIGEON RIVER,River/Stream,MIDDLE PRONG LITTLE PIGEON RIVER,6010107,,,,,35.7066667,-83.3788889,,,,GPS-Unspecified,OTHER,,,,,,,US,47,155,,,,,,,,,,STORET
TDECWPC,Tennessee Department of Environment and Conservation,TDECWPC-ECO66G05,LITTLE RIVER,River/Stream,LITTLE RIVER,6010201,,,,,35.6525,-83.5775,,,,GPS-Unspecified,OTHER,,,,,,,US,47,155,,,,,,,,,,STORET
TDECWPC,Tennessee Department of Environment and Conservation,TDECWPC-ECO67G10,FLAT CREEK,River/Stream,FLAT CREEK,6010107,,,,,35.9158333,-83.4522222,,,,GPS-Unspecified,OTHER,,,,,,,US,47,155,,,,,,,,,,STORET
TDECWPC,Tennessee Department of Environment and Conservation,TDECWPC-LPIGE000.7SV,Little Pigeon RV,River/Stream,Hwy 338 BR,6010107,,,,,35.9287,-83.585,,,,Unknown,OTHER,0,ft,,,,Unknown,US,47,155,,,,,,,,,,STORET
TDECWPC,Tennessee Department of Environment and Conservation,TDECWPC-ROCKY030.0VA,ROCKY RIVER,River/Stream,MINING/NEAR CHALYBEATE,6010201,,,,,35.5861,-83.5208,,,,GPS-Unspecified,OTHER,0,ft,,,,Unknown,US,47,155,,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000001428,Cove Creek,River/Stream,,6010107,,,,,35.756537,-83.622529,,,,GPS-Unspecified,NAD83,,,,,,,US,47,155,,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000001987,Middle Prong Little Pigeon River,River/Stream,,6010107,,,,,35.70646,-83.3792,,,,GPS-Unspecified,NAD83,,,,,,,US,47,155,,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000001988,Little River,River/Stream,,6010201,,,,,35.65333,-83.57727,,,,GPS-Unspecified,NAD83,,,,,,,US,47,155,,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000002006,Flat Creek,River/Stream,,6010107,,,,,35.9157,-83.4515,,,,GPS-Unspecified,NAD83,,,,,,,US,47,155,,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000002276,French Broad River,River/Stream,,6010107,,,,,35.9611,-83.5418,,,,GPS-Unspecified,NAD83,,,,,,,US,47,155,,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000002310,Texas Creek,River/Stream,,6010107,,,,,35.76229,-83.3125,,,,GPS-Unspecified,NAD83,,,,,,,US,47,155,,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000002325,Happy Creek Unnamed Tributary,River/Stream,,6010107,,,,,35.86314,-83.70003,,,,GPS-Unspecified,NAD83,,,,,,,US,47,155,,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000003847,Little Pigeon River,River/Stream,,6010107,,,,,35.9287,-83.585,,,,GPS-Unspecified,NAD83,,,,,,,US,47,155,,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004112,Middle Creek,River/Stream,,6010107,,,,,35.8579,-83.55145,,,,GPS-Unspecified,NAD83,,,,,,,US,47,155,,,,,,,,,,STORET
